site_name,New_taxon,year_trt,trt,block,max_cover,taxon_site,new_max_cover
Agroscope Changins,Centaurea_jacea,T0,Disturbance,2,4,Centaurea_jacea_Agroscope Changins,0.04
Agroscope Changins,Centaurea_jacea,T0,Disturbance,3,0.5,Centaurea_jacea_Agroscope Changins,0.005
Agroscope Changins,Centaurea_jacea,T0,Disturbance,4,9,Centaurea_jacea_Agroscope Changins,0.09
Agroscope Changins,Centaurea_jacea,T0,NPK,1,5,Centaurea_jacea_Agroscope Changins,0.05
Agroscope Changins,Centaurea_jacea,T0,NPK,2,3,Centaurea_jacea_Agroscope Changins,0.03
Agroscope Changins,Centaurea_jacea,T0,NPK,3,0,Centaurea_jacea_Agroscope Changins,0
Agroscope Changins,Centaurea_jacea,T0,NPK,4,7,Centaurea_jacea_Agroscope Changins,0.07
Agroscope Changins,Centaurea_jacea,T0,NPK+Disturbance,2,2,Centaurea_jacea_Agroscope Changins,0.02
Agroscope Changins,Centaurea_jacea,T0,NPK+Disturbance,4,0.1,Centaurea_jacea_Agroscope Changins,0.001
Agroscope Changins,Centaurea_jacea,T1,Control,1,1,Centaurea_jacea_Agroscope Changins,0.01
Agroscope Changins,Centaurea_jacea,T1,Control,2,4,Centaurea_jacea_Agroscope Changins,0.04
Agroscope Changins,Centaurea_jacea,T1,Control,4,6,Centaurea_jacea_Agroscope Changins,0.06
Agroscope Changins,Centaurea_jacea,T1,Disturbance,1,0,Centaurea_jacea_Agroscope Changins,0
Agroscope Changins,Centaurea_jacea,T1,Disturbance,2,0.5,Centaurea_jacea_Agroscope Changins,0.005
Agroscope Changins,Centaurea_jacea,T1,Disturbance,3,0,Centaurea_jacea_Agroscope Changins,0
Agroscope Changins,Centaurea_jacea,T1,Disturbance,4,0,Centaurea_jacea_Agroscope Changins,0
Agroscope Changins,Centaurea_jacea,T1,NPK,1,7,Centaurea_jacea_Agroscope Changins,0.07
Agroscope Changins,Centaurea_jacea,T1,NPK,2,3,Centaurea_jacea_Agroscope Changins,0.03
Agroscope Changins,Centaurea_jacea,T1,NPK,3,1,Centaurea_jacea_Agroscope Changins,0.01
Agroscope Changins,Centaurea_jacea,T1,NPK,4,3,Centaurea_jacea_Agroscope Changins,0.03
Agroscope Changins,Centaurea_jacea,T1,NPK+Disturbance,2,0,Centaurea_jacea_Agroscope Changins,0
Agroscope Changins,Centaurea_jacea,T1,NPK+Disturbance,4,0.1,Centaurea_jacea_Agroscope Changins,0.001
Agroscope Changins,Cerastium_fontanum,T0,Control,1,0.1,Cerastium_fontanum_Agroscope Changins,0.001
Agroscope Changins,Cerastium_fontanum,T0,Control,2,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T0,Control,3,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T0,Control,4,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T0,Disturbance,1,0.1,Cerastium_fontanum_Agroscope Changins,0.001
Agroscope Changins,Cerastium_fontanum,T0,Disturbance,2,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T0,Disturbance,3,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T0,NPK,1,0.1,Cerastium_fontanum_Agroscope Changins,0.001
Agroscope Changins,Cerastium_fontanum,T0,NPK,2,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T0,NPK,3,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T0,NPK+Disturbance,1,0.1,Cerastium_fontanum_Agroscope Changins,0.001
Agroscope Changins,Cerastium_fontanum,T0,NPK+Disturbance,2,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T0,NPK+Disturbance,3,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T0,NPK+Disturbance,4,0.1,Cerastium_fontanum_Agroscope Changins,0.001
Agroscope Changins,Cerastium_fontanum,T1,Control,1,2,Cerastium_fontanum_Agroscope Changins,0.02
Agroscope Changins,Cerastium_fontanum,T1,Control,2,0,Cerastium_fontanum_Agroscope Changins,0
Agroscope Changins,Cerastium_fontanum,T1,Control,3,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T1,Control,4,1,Cerastium_fontanum_Agroscope Changins,0.01
Agroscope Changins,Cerastium_fontanum,T1,Disturbance,1,5,Cerastium_fontanum_Agroscope Changins,0.05
Agroscope Changins,Cerastium_fontanum,T1,Disturbance,2,3,Cerastium_fontanum_Agroscope Changins,0.03
Agroscope Changins,Cerastium_fontanum,T1,Disturbance,3,1,Cerastium_fontanum_Agroscope Changins,0.01
Agroscope Changins,Cerastium_fontanum,T1,NPK,1,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T1,NPK,2,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T1,NPK,3,0,Cerastium_fontanum_Agroscope Changins,0
Agroscope Changins,Cerastium_fontanum,T1,NPK+Disturbance,1,2,Cerastium_fontanum_Agroscope Changins,0.02
Agroscope Changins,Cerastium_fontanum,T1,NPK+Disturbance,2,2,Cerastium_fontanum_Agroscope Changins,0.02
Agroscope Changins,Cerastium_fontanum,T1,NPK+Disturbance,3,0.5,Cerastium_fontanum_Agroscope Changins,0.005
Agroscope Changins,Cerastium_fontanum,T1,NPK+Disturbance,4,0.1,Cerastium_fontanum_Agroscope Changins,0.001
Agroscope Changins,Convolvulus_arvensis,T0,Control,1,0,Convolvulus_arvensis_Agroscope Changins,0
Agroscope Changins,Convolvulus_arvensis,T0,Control,2,0.5,Convolvulus_arvensis_Agroscope Changins,0.005
Agroscope Changins,Convolvulus_arvensis,T0,Control,3,0.5,Convolvulus_arvensis_Agroscope Changins,0.005
Agroscope Changins,Convolvulus_arvensis,T0,Disturbance,1,2,Convolvulus_arvensis_Agroscope Changins,0.02
Agroscope Changins,Convolvulus_arvensis,T0,Disturbance,2,0.5,Convolvulus_arvensis_Agroscope Changins,0.005
Agroscope Changins,Convolvulus_arvensis,T0,Disturbance,3,0.1,Convolvulus_arvensis_Agroscope Changins,0.001
Agroscope Changins,Convolvulus_arvensis,T0,Disturbance,4,0.5,Convolvulus_arvensis_Agroscope Changins,0.005
Agroscope Changins,Convolvulus_arvensis,T0,NPK,1,0.1,Convolvulus_arvensis_Agroscope Changins,0.001
Agroscope Changins,Convolvulus_arvensis,T0,NPK,2,0.5,Convolvulus_arvensis_Agroscope Changins,0.005
Agroscope Changins,Convolvulus_arvensis,T0,NPK,3,0.5,Convolvulus_arvensis_Agroscope Changins,0.005
Agroscope Changins,Convolvulus_arvensis,T0,NPK,4,0.1,Convolvulus_arvensis_Agroscope Changins,0.001
Agroscope Changins,Convolvulus_arvensis,T0,NPK+Disturbance,1,0.1,Convolvulus_arvensis_Agroscope Changins,0.001
Agroscope Changins,Convolvulus_arvensis,T0,NPK+Disturbance,2,0.1,Convolvulus_arvensis_Agroscope Changins,0.001
Agroscope Changins,Convolvulus_arvensis,T0,NPK+Disturbance,3,0.1,Convolvulus_arvensis_Agroscope Changins,0.001
Agroscope Changins,Convolvulus_arvensis,T1,Control,1,0.5,Convolvulus_arvensis_Agroscope Changins,0.005
Agroscope Changins,Convolvulus_arvensis,T1,Control,2,1,Convolvulus_arvensis_Agroscope Changins,0.01
Agroscope Changins,Convolvulus_arvensis,T1,Control,3,0.5,Convolvulus_arvensis_Agroscope Changins,0.005
Agroscope Changins,Convolvulus_arvensis,T1,Disturbance,1,0,Convolvulus_arvensis_Agroscope Changins,0
Agroscope Changins,Convolvulus_arvensis,T1,Disturbance,2,1,Convolvulus_arvensis_Agroscope Changins,0.01
Agroscope Changins,Convolvulus_arvensis,T1,Disturbance,3,1,Convolvulus_arvensis_Agroscope Changins,0.01
Agroscope Changins,Convolvulus_arvensis,T1,Disturbance,4,2,Convolvulus_arvensis_Agroscope Changins,0.02
Agroscope Changins,Convolvulus_arvensis,T1,NPK,1,0,Convolvulus_arvensis_Agroscope Changins,0
Agroscope Changins,Convolvulus_arvensis,T1,NPK,2,1,Convolvulus_arvensis_Agroscope Changins,0.01
Agroscope Changins,Convolvulus_arvensis,T1,NPK,3,2,Convolvulus_arvensis_Agroscope Changins,0.02
Agroscope Changins,Convolvulus_arvensis,T1,NPK,4,1,Convolvulus_arvensis_Agroscope Changins,0.01
Agroscope Changins,Convolvulus_arvensis,T1,NPK+Disturbance,1,2,Convolvulus_arvensis_Agroscope Changins,0.02
Agroscope Changins,Convolvulus_arvensis,T1,NPK+Disturbance,2,0,Convolvulus_arvensis_Agroscope Changins,0
Agroscope Changins,Convolvulus_arvensis,T1,NPK+Disturbance,3,0.5,Convolvulus_arvensis_Agroscope Changins,0.005
Agroscope Changins,Crepis_biennis,T0,Control,1,12,Crepis_biennis_Agroscope Changins,0.12
Agroscope Changins,Crepis_biennis,T0,Control,2,8,Crepis_biennis_Agroscope Changins,0.08
Agroscope Changins,Crepis_biennis,T0,Control,3,7,Crepis_biennis_Agroscope Changins,0.07
Agroscope Changins,Crepis_biennis,T0,Control,4,3,Crepis_biennis_Agroscope Changins,0.03
Agroscope Changins,Crepis_biennis,T0,Disturbance,1,5,Crepis_biennis_Agroscope Changins,0.05
Agroscope Changins,Crepis_biennis,T0,Disturbance,2,7,Crepis_biennis_Agroscope Changins,0.07
Agroscope Changins,Crepis_biennis,T0,Disturbance,3,6,Crepis_biennis_Agroscope Changins,0.06
Agroscope Changins,Crepis_biennis,T0,Disturbance,4,7,Crepis_biennis_Agroscope Changins,0.07
Agroscope Changins,Crepis_biennis,T0,NPK,1,3,Crepis_biennis_Agroscope Changins,0.03
Agroscope Changins,Crepis_biennis,T0,NPK,2,12,Crepis_biennis_Agroscope Changins,0.12
Agroscope Changins,Crepis_biennis,T0,NPK,3,12,Crepis_biennis_Agroscope Changins,0.12
Agroscope Changins,Crepis_biennis,T0,NPK,4,9,Crepis_biennis_Agroscope Changins,0.09
Agroscope Changins,Crepis_biennis,T0,NPK+Disturbance,1,6,Crepis_biennis_Agroscope Changins,0.06
Agroscope Changins,Crepis_biennis,T0,NPK+Disturbance,2,5,Crepis_biennis_Agroscope Changins,0.05
Agroscope Changins,Crepis_biennis,T0,NPK+Disturbance,3,7,Crepis_biennis_Agroscope Changins,0.07
Agroscope Changins,Crepis_biennis,T0,NPK+Disturbance,4,3,Crepis_biennis_Agroscope Changins,0.03
Agroscope Changins,Crepis_biennis,T1,Control,1,7,Crepis_biennis_Agroscope Changins,0.07
Agroscope Changins,Crepis_biennis,T1,Control,2,9,Crepis_biennis_Agroscope Changins,0.09
Agroscope Changins,Crepis_biennis,T1,Control,3,5,Crepis_biennis_Agroscope Changins,0.05
Agroscope Changins,Crepis_biennis,T1,Control,4,3,Crepis_biennis_Agroscope Changins,0.03
Agroscope Changins,Crepis_biennis,T1,Disturbance,1,1,Crepis_biennis_Agroscope Changins,0.01
Agroscope Changins,Crepis_biennis,T1,Disturbance,2,0,Crepis_biennis_Agroscope Changins,0
Agroscope Changins,Crepis_biennis,T1,Disturbance,3,2,Crepis_biennis_Agroscope Changins,0.02
Agroscope Changins,Crepis_biennis,T1,Disturbance,4,1,Crepis_biennis_Agroscope Changins,0.01
Agroscope Changins,Crepis_biennis,T1,NPK,1,0.5,Crepis_biennis_Agroscope Changins,0.005
Agroscope Changins,Crepis_biennis,T1,NPK,2,6,Crepis_biennis_Agroscope Changins,0.06
Agroscope Changins,Crepis_biennis,T1,NPK,3,1,Crepis_biennis_Agroscope Changins,0.01
Agroscope Changins,Crepis_biennis,T1,NPK,4,9,Crepis_biennis_Agroscope Changins,0.09
Agroscope Changins,Crepis_biennis,T1,NPK+Disturbance,1,0,Crepis_biennis_Agroscope Changins,0
Agroscope Changins,Crepis_biennis,T1,NPK+Disturbance,2,3,Crepis_biennis_Agroscope Changins,0.03
Agroscope Changins,Crepis_biennis,T1,NPK+Disturbance,3,2,Crepis_biennis_Agroscope Changins,0.02
Agroscope Changins,Crepis_biennis,T1,NPK+Disturbance,4,0.5,Crepis_biennis_Agroscope Changins,0.005
Agroscope Changins,Dactylis_glomerata,T0,Control,1,1,Dactylis_glomerata_Agroscope Changins,0.01
Agroscope Changins,Dactylis_glomerata,T0,Control,2,2,Dactylis_glomerata_Agroscope Changins,0.02
Agroscope Changins,Dactylis_glomerata,T0,Control,3,0.1,Dactylis_glomerata_Agroscope Changins,0.001
Agroscope Changins,Dactylis_glomerata,T0,Control,4,2,Dactylis_glomerata_Agroscope Changins,0.02
Agroscope Changins,Dactylis_glomerata,T0,Disturbance,1,0.5,Dactylis_glomerata_Agroscope Changins,0.005
Agroscope Changins,Dactylis_glomerata,T0,Disturbance,2,2,Dactylis_glomerata_Agroscope Changins,0.02
Agroscope Changins,Dactylis_glomerata,T0,Disturbance,3,1,Dactylis_glomerata_Agroscope Changins,0.01
Agroscope Changins,Dactylis_glomerata,T0,Disturbance,4,0.1,Dactylis_glomerata_Agroscope Changins,0.001
Agroscope Changins,Dactylis_glomerata,T0,NPK,1,2,Dactylis_glomerata_Agroscope Changins,0.02
Agroscope Changins,Dactylis_glomerata,T0,NPK,2,0.5,Dactylis_glomerata_Agroscope Changins,0.005
Agroscope Changins,Dactylis_glomerata,T0,NPK,3,0.5,Dactylis_glomerata_Agroscope Changins,0.005
Agroscope Changins,Dactylis_glomerata,T0,NPK,4,0.5,Dactylis_glomerata_Agroscope Changins,0.005
Agroscope Changins,Dactylis_glomerata,T0,NPK+Disturbance,1,0,Dactylis_glomerata_Agroscope Changins,0
Agroscope Changins,Dactylis_glomerata,T0,NPK+Disturbance,2,0.1,Dactylis_glomerata_Agroscope Changins,0.001
Agroscope Changins,Dactylis_glomerata,T0,NPK+Disturbance,3,1,Dactylis_glomerata_Agroscope Changins,0.01
Agroscope Changins,Dactylis_glomerata,T0,NPK+Disturbance,4,0.5,Dactylis_glomerata_Agroscope Changins,0.005
Agroscope Changins,Dactylis_glomerata,T1,Control,1,2,Dactylis_glomerata_Agroscope Changins,0.02
Agroscope Changins,Dactylis_glomerata,T1,Control,2,0,Dactylis_glomerata_Agroscope Changins,0
Agroscope Changins,Dactylis_glomerata,T1,Control,3,0,Dactylis_glomerata_Agroscope Changins,0
Agroscope Changins,Dactylis_glomerata,T1,Control,4,2,Dactylis_glomerata_Agroscope Changins,0.02
Agroscope Changins,Dactylis_glomerata,T1,Disturbance,1,0,Dactylis_glomerata_Agroscope Changins,0
Agroscope Changins,Dactylis_glomerata,T1,Disturbance,2,1,Dactylis_glomerata_Agroscope Changins,0.01
Agroscope Changins,Dactylis_glomerata,T1,Disturbance,3,0,Dactylis_glomerata_Agroscope Changins,0
Agroscope Changins,Dactylis_glomerata,T1,Disturbance,4,0.5,Dactylis_glomerata_Agroscope Changins,0.005
Agroscope Changins,Dactylis_glomerata,T1,NPK,1,2,Dactylis_glomerata_Agroscope Changins,0.02
Agroscope Changins,Dactylis_glomerata,T1,NPK,2,0,Dactylis_glomerata_Agroscope Changins,0
Agroscope Changins,Dactylis_glomerata,T1,NPK,3,4,Dactylis_glomerata_Agroscope Changins,0.04
Agroscope Changins,Dactylis_glomerata,T1,NPK,4,0.5,Dactylis_glomerata_Agroscope Changins,0.005
Agroscope Changins,Dactylis_glomerata,T1,NPK+Disturbance,1,1,Dactylis_glomerata_Agroscope Changins,0.01
