MatrixID,SpeciesAuthor,SpeciesAccepted,Family,Class,Kingdom,Authors,DOI_ISBN,YearPublication,Country,Continent,Ecoregion,MatrixPopulation,MatrixTreatment,MatrixStartYear,MatrixStartMonth,MatrixStartSeason,MatrixEndYear,MatrixEndMonth,MatrixEndSeason,MatrixComposite,Lat,Lon,MatrixSplit,MatrixFec,MatrixDimension,OrganismType
243512,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1959,NA,NA,1960,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243513,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1960,NA,NA,1961,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243514,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1961,NA,NA,1962,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243515,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1962,NA,NA,1963,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243516,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1963,NA,NA,1964,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243517,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1964,NA,NA,1965,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243518,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1965,NA,NA,1966,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243519,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1966,NA,NA,1967,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243520,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1967,NA,NA,1968,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243521,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1968,NA,NA,1969,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243522,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1969,NA,NA,1970,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243523,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1970,NA,NA,1971,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243524,Hedyotis_nigricans,Stenaria nigricans,Rubiaceae,Magnoliopsida,Plantae,Dalgleish; Koons; Adler,10.1111/j.1365-2745.2009.01585.x,2010,USA,N America,TGS,Hays,Unmanipulated,1971,NA,NA,1972,NA,NA,Individual,38.133333,-99.05,Divided,Yes,2,Herbaceous perennial
243525,Helenium_virginicum,Helenium virginicum,Compositae,Magnoliopsida,Plantae,Adams; Marsh; Knox,10.1016/j.biocon.2005.02.001,2005,USA,N America,TBM,Kennedy Mountain Meadow,Unmanipulated,1986,NA,NA,2001,NA,NA,Mean,37.431389,-78.656667,Divided,Yes,4,Herbaceous perennial
243526,Helianthemum_polygonoides,Helianthemum polygonoides,Cistaceae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Cordovilla,Unmanipulated,2001,NA,NA,2006,NA,NA,Mean,40.95,-5.4,Divided,Yes,4,Herbaceous perennial
243527,Helianthemum_polygonoides,Helianthemum polygonoides,Cistaceae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Cordovilla,Unmanipulated,2001,NA,NA,2002,NA,NA,Individual,40.95,-5.4,Divided,Yes,4,Herbaceous perennial
243528,Helianthemum_polygonoides,Helianthemum polygonoides,Cistaceae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Cordovilla,Unmanipulated,2002,NA,NA,2003,NA,NA,Individual,40.95,-5.4,Divided,Yes,4,Herbaceous perennial
243529,Helianthemum_polygonoides,Helianthemum polygonoides,Cistaceae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Cordovilla,Unmanipulated,2003,NA,NA,2004,NA,NA,Individual,40.95,-5.4,Divided,Yes,4,Herbaceous perennial
243530,Helianthemum_polygonoides,Helianthemum polygonoides,Cistaceae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Cordovilla,Unmanipulated,2004,NA,NA,2005,NA,NA,Individual,40.95,-5.4,Divided,Yes,4,Herbaceous perennial
243531,Helianthemum_polygonoides,Helianthemum polygonoides,Cistaceae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Cordovilla,Unmanipulated,2005,NA,NA,2006,NA,NA,Individual,40.95,-5.4,Divided,Yes,4,Herbaceous perennial
243532,Helianthemum_teneriffae,Helianthemum teneriffae,Cistaceae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Ladera de Güímar,Unmanipulated,2001,NA,NA,2006,NA,NA,Mean,28.283333,-16.433333,Divided,Yes,3,Herbaceous perennial
243534,Helianthemum_teneriffae,Helianthemum teneriffae,Cistaceae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Ladera de Güímar,Unmanipulated,2002,NA,NA,2003,NA,NA,Individual,28.283333,-16.433333,Divided,Yes,3,Herbaceous perennial
243535,Helianthemum_teneriffae,Helianthemum teneriffae,Cistaceae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Ladera de Güímar,Unmanipulated,2003,NA,NA,2004,NA,NA,Individual,28.283333,-16.433333,Divided,Yes,3,Herbaceous perennial
243536,Helianthemum_teneriffae,Helianthemum teneriffae,Cistaceae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Ladera de Güímar,Unmanipulated,2004,NA,NA,2005,NA,NA,Individual,28.283333,-16.433333,Divided,Yes,3,Herbaceous perennial
243538,Helianthus_divaricatus,Helianthus divaricatus,Compositae,Magnoliopsida,Plantae,Nantel; Gagnon,10.1046/j.1365-2745.1999.00388.x,1999,CAN,N America,BOR,N1; N2; S1; S2,Unmanipulated,1992,NA,NA,1994,NA,NA,Mean,NA,NA,Divided,Yes,4,Herbaceous perennial
243539,Helianthus_divaricatus,Helianthus divaricatus,Compositae,Magnoliopsida,Plantae,Nantel; Gagnon,10.1046/j.1365-2745.1999.00388.x,1999,CAN,N America,BOR,N1,Unmanipulated,1992,NA,NA,1994,NA,NA,Mean,45.566667,-75.95,Divided,Yes,4,Herbaceous perennial
243540,Helianthus_divaricatus,Helianthus divaricatus,Compositae,Magnoliopsida,Plantae,Nantel; Gagnon,10.1046/j.1365-2745.1999.00388.x,1999,CAN,N America,BOR,N1,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,45.566667,-75.95,Divided,Yes,4,Herbaceous perennial
243541,Helianthus_divaricatus,Helianthus divaricatus,Compositae,Magnoliopsida,Plantae,Nantel; Gagnon,10.1046/j.1365-2745.1999.00388.x,1999,CAN,N America,BOR,N1,Unmanipulated,1993,NA,NA,1994,NA,NA,Individual,45.566667,-75.95,Divided,Yes,4,Herbaceous perennial
243542,Helianthus_divaricatus,Helianthus divaricatus,Compositae,Magnoliopsida,Plantae,Nantel; Gagnon,10.1046/j.1365-2745.1999.00388.x,1999,CAN,N America,BOR,N2,Unmanipulated,1992,NA,NA,1994,NA,NA,Mean,45.566667,-75.95,Divided,Yes,4,Herbaceous perennial
243543,Helianthus_divaricatus,Helianthus divaricatus,Compositae,Magnoliopsida,Plantae,Nantel; Gagnon,10.1046/j.1365-2745.1999.00388.x,1999,CAN,N America,BOR,N2,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,45.566667,-75.95,Divided,Yes,4,Herbaceous perennial
243544,Helianthus_divaricatus,Helianthus divaricatus,Compositae,Magnoliopsida,Plantae,Nantel; Gagnon,10.1046/j.1365-2745.1999.00388.x,1999,CAN,N America,BOR,N2,Unmanipulated,1993,NA,NA,1994,NA,NA,Individual,45.566667,-75.95,Divided,Yes,4,Herbaceous perennial
243545,Helianthus_divaricatus,Helianthus divaricatus,Compositae,Magnoliopsida,Plantae,Nantel; Gagnon,10.1046/j.1365-2745.1999.00388.x,1999,CAN,N America,BOR,S1,Unmanipulated,1992,NA,NA,1994,NA,NA,Mean,43.25,-81.833333,Divided,Yes,4,Herbaceous perennial
243546,Helianthus_divaricatus,Helianthus divaricatus,Compositae,Magnoliopsida,Plantae,Nantel; Gagnon,10.1046/j.1365-2745.1999.00388.x,1999,CAN,N America,BOR,S1,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,43.25,-81.833333,Divided,Yes,4,Herbaceous perennial
243548,Helianthus_divaricatus,Helianthus divaricatus,Compositae,Magnoliopsida,Plantae,Nantel; Gagnon,10.1046/j.1365-2745.1999.00388.x,1999,CAN,N America,BOR,S2,Unmanipulated,1992,NA,NA,1994,NA,NA,Mean,43.25,-81.833333,Divided,Yes,4,Herbaceous perennial
243550,Helianthus_divaricatus,Helianthus divaricatus,Compositae,Magnoliopsida,Plantae,Nantel; Gagnon,10.1046/j.1365-2745.1999.00388.x,1999,CAN,N America,BOR,S2,Unmanipulated,1993,NA,NA,1994,NA,NA,Individual,43.25,-81.833333,Divided,Yes,4,Herbaceous perennial
243551,Heliconia_acuminata,Heliconia acuminata,Heliconiaceae,Liliopsida,Plantae,Bruna,10.1890/0012-9658(2003)084[0932:APPIFH]2.0.CO;2,2003,BRA,S America,TMB,Continuous forest 1; Continuous forest 2; Continuous forest 3; Continuous forest 4; Continuous forest 5; Continuous forest 6,Unmanipulated,1998,NA,NA,2000,NA,NA,Mean,-2.5,-60,Divided,Yes,6,Herbaceous perennial
243558,Heliconia_acuminata,Heliconia acuminata,Heliconiaceae,Liliopsida,Plantae,Bruna,10.1890/0012-9658(2003)084[0932:APPIFH]2.0.CO;2,2003,BRA,S America,TMB,Continuous forest 3,Unmanipulated,1998,NA,NA,2000,NA,NA,Mean,-2.5,-60,Divided,Yes,6,Herbaceous perennial
243559,Heliconia_acuminata,Heliconia acuminata,Heliconiaceae,Liliopsida,Plantae,Bruna,10.1890/0012-9658(2003)084[0932:APPIFH]2.0.CO;2,2003,BRA,S America,TMB,Continuous forest 3,Unmanipulated,1998,NA,NA,1999,NA,NA,Individual,-2.5,-60,Divided,Yes,6,Herbaceous perennial
243564,Heliconia_acuminata,Heliconia acuminata,Heliconiaceae,Liliopsida,Plantae,Bruna,10.1890/0012-9658(2003)084[0932:APPIFH]2.0.CO;2,2003,BRA,S America,TMB,Pooled Continuous forest plots,Unmanipulated,1998,NA,NA,2000,NA,NA,Mean,-2.5,-60,Divided,Yes,6,Herbaceous perennial
243565,Heliconia_acuminata,Heliconia acuminata,Heliconiaceae,Liliopsida,Plantae,Bruna,10.1890/0012-9658(2003)084[0932:APPIFH]2.0.CO;2,2003,BRA,S America,TMB,Pooled Continuous forest plots,Unmanipulated,1998,NA,NA,1999,NA,NA,Pooled,-2.5,-60,Divided,Yes,6,Herbaceous perennial
243604,Heliconia_metallica,Heliconia metallica,Heliconiaceae,Liliopsida,Plantae,Schleuning; Huamán; Matthies,10.1111/j.1365-2745.2008.01416.x,2008,PER,S America,TMB,"Nonflooded, gap populations",Unmanipulated,2004,10,NA,2006,4,NA,Mean,-12.355556,-70.712222,Divided,Yes,3,Herbaceous perennial
243605,Heliconia_metallica,Heliconia metallica,Heliconiaceae,Liliopsida,Plantae,Schleuning; Huamán; Matthies,10.1111/j.1365-2745.2008.01416.x,2008,PER,S America,TMB,"Nonflooded, gap populations",Unmanipulated,2005,4,NA,2006,10,NA,Mean,-12.355556,-70.712222,Divided,Yes,3,Herbaceous perennial
243606,Heliconia_metallica,Heliconia metallica,Heliconiaceae,Liliopsida,Plantae,Schleuning; Huamán; Matthies,10.1111/j.1365-2745.2008.01416.x,2008,PER,S America,TMB,"Nonflooded, gap populations",Unmanipulated,2004,10,NA,2005,4,NA,NA,-12.355556,-70.712222,Divided,Yes,3,Herbaceous perennial
243607,Heliconia_metallica,Heliconia metallica,Heliconiaceae,Liliopsida,Plantae,Schleuning; Huamán; Matthies,10.1111/j.1365-2745.2008.01416.x,2008,PER,S America,TMB,"Nonflooded, gap populations",Unmanipulated,2005,4,NA,2005,10,NA,NA,-12.355556,-70.712222,Divided,Yes,3,Herbaceous perennial
243608,Heliconia_metallica,Heliconia metallica,Heliconiaceae,Liliopsida,Plantae,Schleuning; Huamán; Matthies,10.1111/j.1365-2745.2008.01416.x,2008,PER,S America,TMB,"Nonflooded, gap populations",Unmanipulated,2005,10,NA,2006,4,NA,NA,-12.355556,-70.712222,Divided,Yes,3,Herbaceous perennial
243609,Heliconia_metallica,Heliconia metallica,Heliconiaceae,Liliopsida,Plantae,Schleuning; Huamán; Matthies,10.1111/j.1365-2745.2008.01416.x,2008,PER,S America,TMB,"Nonflooded, gap populations",Unmanipulated,2006,4,NA,2006,10,NA,NA,-12.355556,-70.712222,Divided,Yes,3,Herbaceous perennial
243616,Heliconia_metallica,Heliconia metallica,Heliconiaceae,Liliopsida,Plantae,Schleuning; Huamán; Matthies,10.1111/j.1365-2745.2008.01416.x,2008,PER,S America,TMB,"Nonflooded, closed populations",Unmanipulated,2004,10,NA,2006,4,NA,Mean,-12.355556,-70.712222,Divided,Yes,3,Herbaceous perennial
243617,Heliconia_metallica,Heliconia metallica,Heliconiaceae,Liliopsida,Plantae,Schleuning; Huamán; Matthies,10.1111/j.1365-2745.2008.01416.x,2008,PER,S America,TMB,"Nonflooded, closed populations",Unmanipulated,2005,4,NA,2006,10,NA,Mean,-12.355556,-70.712222,Divided,Yes,3,Herbaceous perennial
243618,Heliconia_metallica,Heliconia metallica,Heliconiaceae,Liliopsida,Plantae,Schleuning; Huamán; Matthies,10.1111/j.1365-2745.2008.01416.x,2008,PER,S America,TMB,"Nonflooded, closed populations",Unmanipulated,2004,10,NA,2005,4,NA,NA,-12.355556,-70.712222,Divided,Yes,3,Herbaceous perennial
243619,Heliconia_metallica,Heliconia metallica,Heliconiaceae,Liliopsida,Plantae,Schleuning; Huamán; Matthies,10.1111/j.1365-2745.2008.01416.x,2008,PER,S America,TMB,"Nonflooded, closed populations",Unmanipulated,2005,4,NA,2005,10,NA,NA,-12.355556,-70.712222,Divided,Yes,3,Herbaceous perennial
243620,Heliconia_metallica,Heliconia metallica,Heliconiaceae,Liliopsida,Plantae,Schleuning; Huamán; Matthies,10.1111/j.1365-2745.2008.01416.x,2008,PER,S America,TMB,"Nonflooded, closed populations",Unmanipulated,2005,10,NA,2006,4,NA,NA,-12.355556,-70.712222,Divided,Yes,3,Herbaceous perennial
243621,Heliconia_metallica,Heliconia metallica,Heliconiaceae,Liliopsida,Plantae,Schleuning; Huamán; Matthies,10.1111/j.1365-2745.2008.01416.x,2008,PER,S America,TMB,"Nonflooded, closed populations",Unmanipulated,2006,4,NA,2006,10,NA,NA,-12.355556,-70.712222,Divided,Yes,3,Herbaceous perennial
243622,Heracleum_mantegazzianum,Heracleum mantegazzianum,Apiaceae,Magnoliopsida,Plantae,Nehrbass; Winkler; Pergl; Perglová; Pyšek,10.1016/j.ppees.2005.11.001,2006,CZE,Europe,TBM,Slavkovsky` Les Protected Landscape Area,Unmanipulated,NA,NA,NA,NA,NA,NA,Mean,NA,NA,Divided,Yes,4,Herbaceous perennial
243641,Hilaria_mutica,Hilaria mutica,Poaceae,Liliopsida,Plantae,Vega; Montaña,10.1023/B:VEGE.0000048094.21994.74,2004,MEX,N America,DES,Front zone; Central zone,Unmanipulated,1997,NA,NA,1999,NA,NA,Mean,26,-103,Divided,Yes,4,Herbaceous perennial
243642,Hilaria_mutica,Hilaria mutica,Poaceae,Liliopsida,Plantae,Vega; Montaña,10.1023/B:VEGE.0000048094.21994.74,2004,MEX,N America,DES,Front zone,Unmanipulated,1997,NA,NA,1999,NA,NA,Mean,26,-103,Divided,Yes,4,Herbaceous perennial
243644,Hilaria_mutica,Hilaria mutica,Poaceae,Liliopsida,Plantae,Vega; Montaña,10.1023/B:VEGE.0000048094.21994.74,2004,MEX,N America,DES,Front zone,Unmanipulated,1998,NA,NA,1999,NA,NA,Individual,26,-103,Divided,Yes,4,Herbaceous perennial
243645,Hilaria_mutica,Hilaria mutica,Poaceae,Liliopsida,Plantae,Vega; Montaña,10.1023/B:VEGE.0000048094.21994.74,2004,MEX,N America,DES,Central zone,Unmanipulated,1997,NA,NA,1999,NA,NA,Mean,26,-103,Divided,Yes,4,Herbaceous perennial
243646,Hilaria_mutica,Hilaria mutica,Poaceae,Liliopsida,Plantae,Vega; Montaña,10.1023/B:VEGE.0000048094.21994.74,2004,MEX,N America,DES,Central zone,Unmanipulated,1997,NA,NA,1998,NA,NA,Individual,26,-103,Divided,Yes,4,Herbaceous perennial
243649,Horkelia_congesta,Horkelia congesta,Rosaceae,Magnoliopsida,Plantae,Kaye; Benfield,NA,2004,USA,N America,TGS,Long Tom ACEC,Unmanipulated,1993,NA,NA,1999,NA,NA,Mean,44.141667,-123.295833,Divided,Yes,6,Herbaceous perennial
243650,Horkelia_congesta,Horkelia congesta,Rosaceae,Magnoliopsida,Plantae,Kaye; Benfield,NA,2004,USA,N America,TGS,Long Tom ACEC,Unmanipulated,1993,NA,NA,1994,NA,NA,Individual,44.141667,-123.295833,Divided,Yes,6,Herbaceous perennial
243651,Horkelia_congesta,Horkelia congesta,Rosaceae,Magnoliopsida,Plantae,Kaye; Benfield,NA,2004,USA,N America,TGS,Long Tom ACEC,Unmanipulated,1994,NA,NA,1995,NA,NA,Individual,44.141667,-123.295833,Divided,Yes,6,Herbaceous perennial
243653,Horkelia_congesta,Horkelia congesta,Rosaceae,Magnoliopsida,Plantae,Kaye; Benfield,NA,2004,USA,N America,TGS,Long Tom ACEC,Unmanipulated,1996,NA,NA,1997,NA,NA,Individual,44.141667,-123.295833,Divided,Yes,6,Herbaceous perennial
243654,Horkelia_congesta,Horkelia congesta,Rosaceae,Magnoliopsida,Plantae,Kaye; Benfield,NA,2004,USA,N America,TGS,Long Tom ACEC,Unmanipulated,1997,NA,NA,1998,NA,NA,Individual,44.141667,-123.295833,Divided,Yes,6,Herbaceous perennial
243655,Horkelia_congesta,Horkelia congesta,Rosaceae,Magnoliopsida,Plantae,Kaye; Benfield,NA,2004,USA,N America,TGS,Long Tom ACEC,Unmanipulated,1998,NA,NA,1999,NA,NA,Individual,44.141667,-123.295833,Divided,Yes,6,Herbaceous perennial
243693,Hydrastis_canadensis_3,Hydrastis canadensis,Ranunculaceae,Magnoliopsida,Plantae,Sinclair,NA,2002,CAN,N America,BOR,Pop. 12,Unmanipulated,1998,NA,NA,2001,NA,NA,Mean,42.683333,-82.383333,Divided,Yes,7,Herbaceous perennial
243711,Hymenoxys_herbacea,Tetraneuris herbacea,Compositae,Magnoliopsida,Plantae,Campbell; Husband,10.1038/sj.hdy.6800653,2005,CAN,N America,TBM,CPL; HL,Unmanipulated,1999,NA,NA,2000,NA,NA,Mean,45.2,-81.466667,Divided,Yes,3,Herbaceous perennial
243712,Hymenoxys_herbacea,Tetraneuris herbacea,Compositae,Magnoliopsida,Plantae,Campbell; Husband,10.1038/sj.hdy.6800653,2005,CAN,N America,TBM,CPL,Unmanipulated,1999,NA,NA,2000,NA,NA,Mean,45.2,-81.466667,Divided,Yes,3,Herbaceous perennial
243713,Hymenoxys_herbacea,Tetraneuris herbacea,Compositae,Magnoliopsida,Plantae,Campbell; Husband,10.1038/sj.hdy.6800653,2005,CAN,N America,TBM,HL,Unmanipulated,1999,NA,NA,2000,NA,NA,Mean,45.2,-81.466667,Divided,Yes,3,Herbaceous perennial
243717,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site1; Site29; Site32; Site42; Site45; Site50; Site57; Site59; Site62; Site67; Site87; Site88; Site91; Site93,Unmanipulated,1994,NA,NA,1999,NA,NA,Mean,NA,NA,Divided,Yes,6,Herbaceous perennial
243718,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site1 ,Unmanipulated,1994,NA,NA,1999,NA,NA,Mean,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243719,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site1; > 21 years after fire,Unmanipulated,1994,NA,NA,1995,NA,NA,Individual,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243720,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site1; > 21 years after fire,Unmanipulated,1995,NA,NA,1996,NA,NA,Individual,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243722,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site1; > 21 years after fire,Unmanipulated,1997,NA,NA,1998,NA,NA,Individual,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243724,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site29 ,Unmanipulated,1994,NA,NA,1999,NA,NA,Mean,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243725,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site29; 9-10 years after fire,Unmanipulated,1994,NA,NA,1995,NA,NA,Individual,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243726,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site29; 10-11 years after fire,Unmanipulated,1995,NA,NA,1996,NA,NA,Individual,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243727,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site29; 11-12 years after fire,Unmanipulated,1996,NA,NA,1997,NA,NA,Individual,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243728,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site29; 12-13 years after fire,Unmanipulated,1997,NA,NA,1998,NA,NA,Individual,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243729,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site29; 13-14 years after fire,Unmanipulated,1998,NA,NA,1999,NA,NA,Individual,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243730,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site32;  > 21 years after fire,Unmanipulated,1994,NA,NA,1999,NA,NA,Mean,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243732,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site32;  > 21 years after fire,Unmanipulated,1995,NA,NA,1996,NA,NA,Individual,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243735,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site42 ,Unmanipulated,1994,NA,NA,1999,NA,NA,Mean,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243739,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site42; 5-6 years after fire,Unmanipulated,1997,NA,NA,1998,NA,NA,Individual,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
243740,Hypericum_cumulicola,Hypericum cumulicola,Hypericaceae,Magnoliopsida,Plantae,Quintana-Ascencio; Menges; Weekley,10.1046/j.1523-1739.2003.01431.x,2003,USA,N America,TCF,Site42; 6-7 years after fire,Unmanipulated,1998,NA,NA,1999,NA,NA,Individual,27.166667,-81.35,Divided,Yes,6,Herbaceous perennial
