site_name,New_taxon,year_trt,trt,block,max_cover,taxon_site,new_max_cover
Agroscope Changins,Lotus_corniculatus,T0,Control,2,9,Lotus_corniculatus_Agroscope Changins,0.09
Agroscope Changins,Lotus_corniculatus,T0,Control,3,7,Lotus_corniculatus_Agroscope Changins,0.07
Agroscope Changins,Lotus_corniculatus,T0,Control,4,14,Lotus_corniculatus_Agroscope Changins,0.14
Agroscope Changins,Lotus_corniculatus,T0,Disturbance,1,21,Lotus_corniculatus_Agroscope Changins,0.21
Agroscope Changins,Lotus_corniculatus,T0,Disturbance,2,0.5,Lotus_corniculatus_Agroscope Changins,0.005
Agroscope Changins,Lotus_corniculatus,T0,Disturbance,3,0.5,Lotus_corniculatus_Agroscope Changins,0.005
Agroscope Changins,Lotus_corniculatus,T0,Disturbance,4,5,Lotus_corniculatus_Agroscope Changins,0.05
Agroscope Changins,Lotus_corniculatus,T0,NPK,1,2.5,Lotus_corniculatus_Agroscope Changins,0.025
Agroscope Changins,Lotus_corniculatus,T0,NPK,2,16,Lotus_corniculatus_Agroscope Changins,0.16
Agroscope Changins,Lotus_corniculatus,T0,NPK,3,8,Lotus_corniculatus_Agroscope Changins,0.08
Agroscope Changins,Lotus_corniculatus,T0,NPK,4,8,Lotus_corniculatus_Agroscope Changins,0.08
Agroscope Changins,Lotus_corniculatus,T0,NPK+Disturbance,1,25,Lotus_corniculatus_Agroscope Changins,0.25
Agroscope Changins,Lotus_corniculatus,T0,NPK+Disturbance,2,5,Lotus_corniculatus_Agroscope Changins,0.05
Agroscope Changins,Lotus_corniculatus,T0,NPK+Disturbance,3,5,Lotus_corniculatus_Agroscope Changins,0.05
Agroscope Changins,Lotus_corniculatus,T0,NPK+Disturbance,4,1,Lotus_corniculatus_Agroscope Changins,0.01
Agroscope Changins,Lotus_corniculatus,T2,Control,1,0.5,Lotus_corniculatus_Agroscope Changins,0.005
Agroscope Changins,Lotus_corniculatus,T2,Control,2,3,Lotus_corniculatus_Agroscope Changins,0.03
Agroscope Changins,Lotus_corniculatus,T2,Control,3,7,Lotus_corniculatus_Agroscope Changins,0.07
Agroscope Changins,Lotus_corniculatus,T2,Control,4,3,Lotus_corniculatus_Agroscope Changins,0.03
Agroscope Changins,Lotus_corniculatus,T2,Disturbance,1,0,Lotus_corniculatus_Agroscope Changins,0
Agroscope Changins,Lotus_corniculatus,T2,Disturbance,2,0.5,Lotus_corniculatus_Agroscope Changins,0.005
Agroscope Changins,Lotus_corniculatus,T2,Disturbance,3,0.5,Lotus_corniculatus_Agroscope Changins,0.005
Agroscope Changins,Lotus_corniculatus,T2,Disturbance,4,0,Lotus_corniculatus_Agroscope Changins,0
Agroscope Changins,Lotus_corniculatus,T2,NPK,1,0,Lotus_corniculatus_Agroscope Changins,0
Agroscope Changins,Lotus_corniculatus,T2,NPK,2,0,Lotus_corniculatus_Agroscope Changins,0
Agroscope Changins,Lotus_corniculatus,T2,NPK,3,0.5,Lotus_corniculatus_Agroscope Changins,0.005
Agroscope Changins,Lotus_corniculatus,T2,NPK,4,2,Lotus_corniculatus_Agroscope Changins,0.02
Agroscope Changins,Lotus_corniculatus,T2,NPK+Disturbance,1,0.5,Lotus_corniculatus_Agroscope Changins,0.005
Agroscope Changins,Lotus_corniculatus,T2,NPK+Disturbance,2,0,Lotus_corniculatus_Agroscope Changins,0
Agroscope Changins,Lotus_corniculatus,T2,NPK+Disturbance,3,0.5,Lotus_corniculatus_Agroscope Changins,0.005
Agroscope Changins,Lotus_corniculatus,T2,NPK+Disturbance,4,0,Lotus_corniculatus_Agroscope Changins,0
Agroscope Changins,Ranunculus_acris,T0,Control,1,2,Ranunculus_acris_Agroscope Changins,0.02
Agroscope Changins,Ranunculus_acris,T0,Control,2,6,Ranunculus_acris_Agroscope Changins,0.06
Agroscope Changins,Ranunculus_acris,T0,Control,3,4,Ranunculus_acris_Agroscope Changins,0.04
Agroscope Changins,Ranunculus_acris,T0,Control,4,2,Ranunculus_acris_Agroscope Changins,0.02
Agroscope Changins,Ranunculus_acris,T0,Disturbance,1,4,Ranunculus_acris_Agroscope Changins,0.04
Agroscope Changins,Ranunculus_acris,T0,Disturbance,2,3,Ranunculus_acris_Agroscope Changins,0.03
Agroscope Changins,Ranunculus_acris,T0,Disturbance,3,1,Ranunculus_acris_Agroscope Changins,0.01
Agroscope Changins,Ranunculus_acris,T0,Disturbance,4,3,Ranunculus_acris_Agroscope Changins,0.03
Agroscope Changins,Ranunculus_acris,T0,NPK,1,17,Ranunculus_acris_Agroscope Changins,0.17
Agroscope Changins,Ranunculus_acris,T0,NPK,2,14,Ranunculus_acris_Agroscope Changins,0.14
Agroscope Changins,Ranunculus_acris,T0,NPK,3,5,Ranunculus_acris_Agroscope Changins,0.05
Agroscope Changins,Ranunculus_acris,T0,NPK,4,15,Ranunculus_acris_Agroscope Changins,0.15
Agroscope Changins,Ranunculus_acris,T0,NPK+Disturbance,1,15,Ranunculus_acris_Agroscope Changins,0.15
Agroscope Changins,Ranunculus_acris,T0,NPK+Disturbance,2,3,Ranunculus_acris_Agroscope Changins,0.03
Agroscope Changins,Ranunculus_acris,T0,NPK+Disturbance,3,9,Ranunculus_acris_Agroscope Changins,0.09
Agroscope Changins,Ranunculus_acris,T0,NPK+Disturbance,4,4,Ranunculus_acris_Agroscope Changins,0.04
Agroscope Changins,Ranunculus_acris,T2,Control,1,2,Ranunculus_acris_Agroscope Changins,0.02
Agroscope Changins,Ranunculus_acris,T2,Control,2,5,Ranunculus_acris_Agroscope Changins,0.05
Agroscope Changins,Ranunculus_acris,T2,Control,3,4,Ranunculus_acris_Agroscope Changins,0.04
Agroscope Changins,Ranunculus_acris,T2,Control,4,0,Ranunculus_acris_Agroscope Changins,0
Agroscope Changins,Ranunculus_acris,T2,Disturbance,1,8,Ranunculus_acris_Agroscope Changins,0.08
Agroscope Changins,Ranunculus_acris,T2,Disturbance,2,2,Ranunculus_acris_Agroscope Changins,0.02
Agroscope Changins,Ranunculus_acris,T2,Disturbance,3,4,Ranunculus_acris_Agroscope Changins,0.04
Agroscope Changins,Ranunculus_acris,T2,Disturbance,4,3,Ranunculus_acris_Agroscope Changins,0.03
Agroscope Changins,Ranunculus_acris,T2,NPK,1,0.5,Ranunculus_acris_Agroscope Changins,0.005
Agroscope Changins,Ranunculus_acris,T2,NPK,2,5,Ranunculus_acris_Agroscope Changins,0.05
Agroscope Changins,Ranunculus_acris,T2,NPK,3,2,Ranunculus_acris_Agroscope Changins,0.02
Agroscope Changins,Ranunculus_acris,T2,NPK,4,3,Ranunculus_acris_Agroscope Changins,0.03
Agroscope Changins,Ranunculus_acris,T2,NPK+Disturbance,1,11,Ranunculus_acris_Agroscope Changins,0.11
Agroscope Changins,Ranunculus_acris,T2,NPK+Disturbance,2,2,Ranunculus_acris_Agroscope Changins,0.02
Agroscope Changins,Ranunculus_acris,T2,NPK+Disturbance,3,5,Ranunculus_acris_Agroscope Changins,0.05
Agroscope Changins,Ranunculus_acris,T2,NPK+Disturbance,4,2,Ranunculus_acris_Agroscope Changins,0.02
Agroscope Changins,Ranunculus_bulbosus,T0,NPK,4,0.1,Ranunculus_bulbosus_Agroscope Changins,0.001
Agroscope Changins,Ranunculus_bulbosus,T0,NPK+Disturbance,3,0.5,Ranunculus_bulbosus_Agroscope Changins,0.005
Agroscope Changins,Ranunculus_bulbosus,T2,NPK,4,0,Ranunculus_bulbosus_Agroscope Changins,0
Agroscope Changins,Ranunculus_bulbosus,T2,NPK+Disturbance,3,0,Ranunculus_bulbosus_Agroscope Changins,0
Agroscope Changins,Rumex_obtusifolius,T0,NPK+Disturbance,4,3,Rumex_obtusifolius_Agroscope Changins,0.03
Agroscope Changins,Rumex_obtusifolius,T2,NPK+Disturbance,4,0,Rumex_obtusifolius_Agroscope Changins,0
Agroscope Changins,Tragopogon_pratensis,T0,Control,1,1,Tragopogon_pratensis_Agroscope Changins,0.01
Agroscope Changins,Tragopogon_pratensis,T0,Control,3,0.5,Tragopogon_pratensis_Agroscope Changins,0.005
Agroscope Changins,Tragopogon_pratensis,T2,Control,1,0,Tragopogon_pratensis_Agroscope Changins,0
Agroscope Changins,Tragopogon_pratensis,T2,Control,3,0,Tragopogon_pratensis_Agroscope Changins,0
Agroscope Changins,Trifolium_pratense,T0,Control,1,8,Trifolium_pratense_Agroscope Changins,0.08
Agroscope Changins,Trifolium_pratense,T0,Control,2,30,Trifolium_pratense_Agroscope Changins,0.3
Agroscope Changins,Trifolium_pratense,T0,Control,3,14,Trifolium_pratense_Agroscope Changins,0.14
Agroscope Changins,Trifolium_pratense,T0,Control,4,4,Trifolium_pratense_Agroscope Changins,0.04
Agroscope Changins,Trifolium_pratense,T0,Disturbance,1,8,Trifolium_pratense_Agroscope Changins,0.08
Agroscope Changins,Trifolium_pratense,T0,Disturbance,2,23,Trifolium_pratense_Agroscope Changins,0.23
Agroscope Changins,Trifolium_pratense,T0,Disturbance,3,29,Trifolium_pratense_Agroscope Changins,0.29
Agroscope Changins,Trifolium_pratense,T0,Disturbance,4,17,Trifolium_pratense_Agroscope Changins,0.17
Agroscope Changins,Trifolium_pratense,T0,NPK,1,20,Trifolium_pratense_Agroscope Changins,0.2
Agroscope Changins,Trifolium_pratense,T0,NPK,2,8,Trifolium_pratense_Agroscope Changins,0.08
Agroscope Changins,Trifolium_pratense,T0,NPK,3,20,Trifolium_pratense_Agroscope Changins,0.2
Agroscope Changins,Trifolium_pratense,T0,NPK,4,6,Trifolium_pratense_Agroscope Changins,0.06
Agroscope Changins,Trifolium_pratense,T0,NPK+Disturbance,1,8,Trifolium_pratense_Agroscope Changins,0.08
Agroscope Changins,Trifolium_pratense,T0,NPK+Disturbance,2,12,Trifolium_pratense_Agroscope Changins,0.12
Agroscope Changins,Trifolium_pratense,T0,NPK+Disturbance,3,16,Trifolium_pratense_Agroscope Changins,0.16
Agroscope Changins,Trifolium_pratense,T0,NPK+Disturbance,4,7,Trifolium_pratense_Agroscope Changins,0.07
Agroscope Changins,Trifolium_pratense,T2,Control,1,0.5,Trifolium_pratense_Agroscope Changins,0.005
Agroscope Changins,Trifolium_pratense,T2,Control,2,1,Trifolium_pratense_Agroscope Changins,0.01
Agroscope Changins,Trifolium_pratense,T2,Control,3,3,Trifolium_pratense_Agroscope Changins,0.03
Agroscope Changins,Trifolium_pratense,T2,Control,4,0.5,Trifolium_pratense_Agroscope Changins,0.005
Agroscope Changins,Trifolium_pratense,T2,Disturbance,1,2,Trifolium_pratense_Agroscope Changins,0.02
Agroscope Changins,Trifolium_pratense,T2,Disturbance,2,0.5,Trifolium_pratense_Agroscope Changins,0.005
Agroscope Changins,Trifolium_pratense,T2,Disturbance,3,1,Trifolium_pratense_Agroscope Changins,0.01
Agroscope Changins,Trifolium_pratense,T2,Disturbance,4,1,Trifolium_pratense_Agroscope Changins,0.01
Agroscope Changins,Trifolium_pratense,T2,NPK,1,0,Trifolium_pratense_Agroscope Changins,0
Agroscope Changins,Trifolium_pratense,T2,NPK,2,0.5,Trifolium_pratense_Agroscope Changins,0.005
Agroscope Changins,Trifolium_pratense,T2,NPK,3,0.5,Trifolium_pratense_Agroscope Changins,0.005
Agroscope Changins,Trifolium_pratense,T2,NPK,4,0,Trifolium_pratense_Agroscope Changins,0
Agroscope Changins,Trifolium_pratense,T2,NPK+Disturbance,1,0.5,Trifolium_pratense_Agroscope Changins,0.005
Agroscope Changins,Trifolium_pratense,T2,NPK+Disturbance,2,0,Trifolium_pratense_Agroscope Changins,0
Agroscope Changins,Trifolium_pratense,T2,NPK+Disturbance,3,0.5,Trifolium_pratense_Agroscope Changins,0.005
Agroscope Changins,Trifolium_pratense,T2,NPK+Disturbance,4,2,Trifolium_pratense_Agroscope Changins,0.02
Agroscope Changins,Veronica_arvensis,T0,Control,4,0.1,Veronica_arvensis_Agroscope Changins,0.001
Agroscope Changins,Veronica_arvensis,T0,NPK,1,0.5,Veronica_arvensis_Agroscope Changins,0.005
Agroscope Changins,Veronica_arvensis,T0,NPK+Disturbance,1,0.1,Veronica_arvensis_Agroscope Changins,0.001
Agroscope Changins,Veronica_arvensis,T2,Control,4,0,Veronica_arvensis_Agroscope Changins,0
Agroscope Changins,Veronica_arvensis,T2,NPK,1,0,Veronica_arvensis_Agroscope Changins,0
Agroscope Changins,Veronica_arvensis,T2,NPK+Disturbance,1,0,Veronica_arvensis_Agroscope Changins,0
Ainsdale Dune Slacks,Cirsium_arvense,T0,Control,1,0,Cirsium_arvense_Ainsdale Dune Slacks,0
Ainsdale Dune Slacks,Cirsium_arvense,T2,Control,1,10,Cirsium_arvense_Ainsdale Dune Slacks,0.1
Ainsdale Dune Slacks,Cirsium_palustre,T0,Control,2,0.5,Cirsium_palustre_Ainsdale Dune Slacks,0.005
Ainsdale Dune Slacks,Cirsium_palustre,T0,Disturbance,2,0.2,Cirsium_palustre_Ainsdale Dune Slacks,0.002
Ainsdale Dune Slacks,Cirsium_palustre,T2,Control,2,0,Cirsium_palustre_Ainsdale Dune Slacks,0
Ainsdale Dune Slacks,Cirsium_palustre,T2,Disturbance,2,0,Cirsium_palustre_Ainsdale Dune Slacks,0
Ainsdale Dune Slacks,Lotus_corniculatus,T0,Control,2,0.5,Lotus_corniculatus_Ainsdale Dune Slacks,0.005
Ainsdale Dune Slacks,Lotus_corniculatus,T0,Control,2,2,Lotus_corniculatus_Ainsdale Dune Slacks,0.02
Ainsdale Dune Slacks,Lotus_corniculatus,T0,Control,3,2,Lotus_corniculatus_Ainsdale Dune Slacks,0.02
Ainsdale Dune Slacks,Lotus_corniculatus,T0,Control,3,2,Lotus_corniculatus_Ainsdale Dune Slacks,0.02
Ainsdale Dune Slacks,Lotus_corniculatus,T0,Disturbance,1,1,Lotus_corniculatus_Ainsdale Dune Slacks,0.01
Ainsdale Dune Slacks,Lotus_corniculatus,T0,Disturbance,2,3,Lotus_corniculatus_Ainsdale Dune Slacks,0.03
Ainsdale Dune Slacks,Lotus_corniculatus,T2,Control,2,1,Lotus_corniculatus_Ainsdale Dune Slacks,0.01
Ainsdale Dune Slacks,Lotus_corniculatus,T2,Control,3,1,Lotus_corniculatus_Ainsdale Dune Slacks,0.01
Ainsdale Dune Slacks,Lotus_corniculatus,T2,Control,3,1,Lotus_corniculatus_Ainsdale Dune Slacks,0.01
Ainsdale Dune Slacks,Lotus_corniculatus,T2,Disturbance,1,1,Lotus_corniculatus_Ainsdale Dune Slacks,0.01
Ainsdale Dune Slacks,Lotus_corniculatus,T2,Disturbance,2,1,Lotus_corniculatus_Ainsdale Dune Slacks,0.01
Ainsdale Dune Slacks,Ranunculus_repens,T0,Disturbance,1,0,Ranunculus_repens_Ainsdale Dune Slacks,0
Ainsdale Dune Slacks,Ranunculus_repens,T0,Disturbance,2,0,Ranunculus_repens_Ainsdale Dune Slacks,0
Ainsdale Dune Slacks,Ranunculus_repens,T0,Disturbance,3,1,Ranunculus_repens_Ainsdale Dune Slacks,0.01
Ainsdale Dune Slacks,Ranunculus_repens,T2,Disturbance,1,3,Ranunculus_repens_Ainsdale Dune Slacks,0.03
Ainsdale Dune Slacks,Ranunculus_repens,T2,Disturbance,2,6,Ranunculus_repens_Ainsdale Dune Slacks,0.06
Ainsdale Dune Slacks,Ranunculus_repens,T2,Disturbance,3,0,Ranunculus_repens_Ainsdale Dune Slacks,0
Algaida,Echium_vulgare,T0,Control,1,0,Echium_vulgare_Algaida,0
Algaida,Echium_vulgare,T0,Control,2,0,Echium_vulgare_Algaida,0
Algaida,Echium_vulgare,T0,Disturbance,1,1,Echium_vulgare_Algaida,0.01
Algaida,Echium_vulgare,T0,Disturbance,3,0,Echium_vulgare_Algaida,0
