Taxon,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
Poa_alpina,-0.3523927552661548,3.0576176080971513,-0.39726742601711457,0.42560532148144636,0.6924320464024126,-1.8740433113988397,-1.9692131662462278,-0.1304886898819099
Potentilla_recta,-0.5546213378807576,-0.05264271915714989,-0.2904819786204992,-0.0965952256437056,-0.3757878075562437,0.9069640218613827,-0.46192475748321,-0.22089486438042458
Primula_elatior,-0.5529030805610101,0.9664189008121774,1.07171336293873,-0.2748580419638241,0.13683257884249786,-0.2253044923138181,0.25080317003666075,0.11941919319103216
Primula_veris,-0.6236620290945492,2.0338105260497725,0.6573826364776618,0.19000069398068228,0.1141975502298749,0.2683523945870018,0.3449932414013853,-0.0671515484237609
Ranunculus_acris,-0.6646561301027276,-0.6605402718903477,0.18476093500062934,-0.615477752064699,-0.2611369608954569,-0.2324668421290749,-0.104250756063259,0.0075647327194892176
Ratibida_columnifera,-0.7032720833949038,-0.48121753451739235,-2.220806823990644,0.9884280841174979,0.11068648074286726,0.05868538099582481,0.23136643230000328,0.12282231436548219
Salsola_kali,0.41593617369600894,-0.2017024443743985,0.9191685751673915,0.04766558335310329,0.4680197657475513,-0.1271015024276098,0.6928851012710673,-0.15570864780161406
Scabiosa_columbaria,-0.7912678422135465,1.5474248480583173,-0.5110129893370793,0.5220742055202302,-0.23426915511455265,1.1958482694009451,0.8274909382369924,-0.32639176656203134
Solidago_altissima,0.7006670796770379,-0.9978752269568996,0.27846448146806163,-0.10775170120989205,1.1430359339704261,-0.529822263211569,0.704660971050709,-0.08020018713806756
Sphaeralcea_coccinea,-0.9095802039252232,-0.47305459034005787,-2.116823575934782,0.8285811332295286,-0.12003737444282724,0.1984925836069952,-0.014999573676761906,0.1127199500307583
Stenaria_nigricans,-1.0063242250288,-0.4696108659674819,-2.136896011023226,0.8083014462303625,-0.22027709986868155,0.29307998166834326,-0.10648765312705744,0.12834581918715376
Taraxacum_campylodes,0.3915779949409104,-1.1206354227137103,-0.6314184879760134,0.2026316496702865,0.8034004654236736,-1.1228474812662597,1.0172528726740386,-0.07835577268080257
Verbascum_thapsus,4.707893897367894,-1.5935083846526417,1.467495578564484,3.200192948860615,-2.4358170220421633,-0.4989492045138562,-0.19313692306322014,-0.026862572108764887
Veronica_arvensis,-0.6463189363464508,-0.9534950757428164,-0.5347738285792031,-0.30036129750897195,-0.20816696730521383,-0.28260624645314425,-0.16504554680943714,0.019366170988666862
