Taxon,Taxon_site,RE,RE_se,model,time_period_cover_change,experiment,ID,site_name,Demo_trait,Demo_value,New_demo_trait,hypoth,year_trt,site_time_rich,site_time_simp,site_time_shan,site_time_invsimp,meanSigmas,sigmaonMeans,variability,mean_cover,new_provenance
Allium_vineale,Allium_vineale_Blandy Experimental Farm,-3.038,0.342,Ordbeta,T0-T1,DIST,1,Blandy Experimental Farm,Reactivity,-0.5554183130459877,Reactivity,H3,T0,-0.9211265876918799,-0.9121998324506817,-1.444734176104233,0,0.7318735048799031,1.120081927705361,-1.1236658654167908,-0.23930332157524994,INT
Allium_vineale,Allium_vineale_Blandy Experimental Farm,-3.038,0.342,Ordbeta,T0-T1,DIST,1,Blandy Experimental Farm,T_generation,-0.35878904972400877,Generation time,H2,T0,-0.9211265876918799,-0.9121998324506817,-1.444734176104233,0,0.7318735048799031,1.120081927705361,-1.1236658654167908,-0.23930332157524994,INT
Allium_vineale,Allium_vineale_Blandy Experimental Farm,-3.038,0.342,Ordbeta,T0-T1,DIST,1,Blandy Experimental Farm,age_repro,-0.11220086554133288,Age at first reproduction,H2,T0,-0.9211265876918799,-0.9121998324506817,-1.444734176104233,0,0.7318735048799031,1.120081927705361,-1.1236658654167908,-0.23930332157524994,INT
Allium_vineale,Allium_vineale_Blandy Experimental Farm,-3.038,0.342,Ordbeta,T0-T1,DIST,1,Blandy Experimental Farm,percapita_repro,-0.43946971610834556,Per capita reproduction,H1,T0,-0.9211265876918799,-0.9121998324506817,-1.444734176104233,0,0.7318735048799031,1.120081927705361,-1.1236658654167908,-0.23930332157524994,INT
Andropogon_gerardii,Andropogon_gerardii_Kellogg Biological Station (KBS),-0.847,0.223,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),FirstStepAtt,0.667186533462534,First step attenuation,H3,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,NAT
Andropogon_gerardii,Andropogon_gerardii_Kellogg Biological Station (KBS),-0.847,0.223,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),Lambda,1.235160032670782,Population growth rate,H4,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,NAT
Andropogon_gerardii,Andropogon_gerardii_Kellogg Biological Station (KBS),-0.847,0.223,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),R0,-0.48623812084619317,Net reproductive rate,H1,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,NAT
Andropogon_gerardii,Andropogon_gerardii_Kellogg Biological Station (KBS),-0.847,0.223,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),Reactivity,-0.5937479251050107,Reactivity,H3,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,NAT
Andropogon_gerardii,Andropogon_gerardii_Kellogg Biological Station (KBS),-0.847,0.223,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),T_generation,-0.365185126767067,Generation time,H2,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,NAT
Andropogon_gerardii,Andropogon_gerardii_Kellogg Biological Station (KBS),-0.847,0.223,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),age_repro,-0.5533873019253842,Age at first reproduction,H2,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,NAT
Andropogon_gerardii,Andropogon_gerardii_Kellogg Biological Station (KBS),-0.847,0.223,Ordbeta,T0-T1,DIST,1,Kellogg Biological Station (KBS),percapita_repro,-0.4462256807349163,Per capita reproduction,H1,T0,0.6080096435242552,-0.3823161357234788,-0.16217943353098632,0,-0.6951717449115951,-0.3815561424686202,-0.7649907190758011,2.026063801802161,NAT
Andropogon_gerardii,Andropogon_gerardii_Oak Lake Field Station,-2.841,0.508,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,FirstStepAtt,0.667186533462534,First step attenuation,H3,T0,-1.4828501011998478,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NA
Andropogon_gerardii,Andropogon_gerardii_Oak Lake Field Station,-2.841,0.508,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,Lambda,1.235160032670782,Population growth rate,H4,T0,-1.4828501011998478,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NA
Andropogon_gerardii,Andropogon_gerardii_Oak Lake Field Station,-2.841,0.508,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,R0,-0.48623812084619317,Net reproductive rate,H1,T0,-1.4828501011998478,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NA
Andropogon_gerardii,Andropogon_gerardii_Oak Lake Field Station,-2.841,0.508,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,Reactivity,-0.5937479251050107,Reactivity,H3,T0,-1.4828501011998478,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NA
Andropogon_gerardii,Andropogon_gerardii_Oak Lake Field Station,-2.841,0.508,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,T_generation,-0.365185126767067,Generation time,H2,T0,-1.4828501011998478,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NA
Andropogon_gerardii,Andropogon_gerardii_Oak Lake Field Station,-2.841,0.508,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,age_repro,-0.5533873019253842,Age at first reproduction,H2,T0,-1.4828501011998478,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NA
Andropogon_gerardii,Andropogon_gerardii_Oak Lake Field Station,-2.841,0.508,Ordbeta,T0-T1,DIST,1,Oak Lake Field Station,percapita_repro,-0.4462256807349163,Per capita reproduction,H1,T0,-1.4828501011998478,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NA
Andropogon_gerardii,Andropogon_gerardii_Piedmont Prairie,-2.832,0.51,Ordbeta,T0-T1,DIST,1,Piedmont Prairie,FirstStepAtt,0.667186533462534,First step attenuation,H3,T0,-1.3892295156151866,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1581732300136014,NAT
Andropogon_gerardii,Andropogon_gerardii_Piedmont Prairie,-2.832,0.51,Ordbeta,T0-T1,DIST,1,Piedmont Prairie,Lambda,1.235160032670782,Population growth rate,H4,T0,-1.3892295156151866,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1581732300136014,NAT
Andropogon_gerardii,Andropogon_gerardii_Piedmont Prairie,-2.832,0.51,Ordbeta,T0-T1,DIST,1,Piedmont Prairie,R0,-0.48623812084619317,Net reproductive rate,H1,T0,-1.3892295156151866,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1581732300136014,NAT
Andropogon_gerardii,Andropogon_gerardii_Piedmont Prairie,-2.832,0.51,Ordbeta,T0-T1,DIST,1,Piedmont Prairie,Reactivity,-0.5937479251050107,Reactivity,H3,T0,-1.3892295156151866,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1581732300136014,NAT
Andropogon_gerardii,Andropogon_gerardii_Piedmont Prairie,-2.832,0.51,Ordbeta,T0-T1,DIST,1,Piedmont Prairie,T_generation,-0.365185126767067,Generation time,H2,T0,-1.3892295156151866,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1581732300136014,NAT
Andropogon_gerardii,Andropogon_gerardii_Piedmont Prairie,-2.832,0.51,Ordbeta,T0-T1,DIST,1,Piedmont Prairie,age_repro,-0.5533873019253842,Age at first reproduction,H2,T0,-1.3892295156151866,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1581732300136014,NAT
Andropogon_gerardii,Andropogon_gerardii_Piedmont Prairie,-2.832,0.51,Ordbeta,T0-T1,DIST,1,Piedmont Prairie,percapita_repro,-0.4462256807349163,Per capita reproduction,H1,T0,-1.3892295156151866,0.07910218638638122,-1.444734176104233,0,NA,NA,NA,-1.1581732300136014,NAT
Andropogon_gerardii,Andropogon_gerardii_Temple,-2.449,0.409,Ordbeta,T0-T1,DIST,1,Temple,FirstStepAtt,0.667186533462534,First step attenuation,H3,T0,-1.4594449548036825,-1.5348358112243743,-1.180462107192222,0,NA,NA,NA,-0.2753665423473718,NAT
Andropogon_gerardii,Andropogon_gerardii_Temple,-2.449,0.409,Ordbeta,T0-T1,DIST,1,Temple,Lambda,1.235160032670782,Population growth rate,H4,T0,-1.4594449548036825,-1.5348358112243743,-1.180462107192222,0,NA,NA,NA,-0.2753665423473718,NAT
Andropogon_gerardii,Andropogon_gerardii_Temple,-2.449,0.409,Ordbeta,T0-T1,DIST,1,Temple,R0,-0.48623812084619317,Net reproductive rate,H1,T0,-1.4594449548036825,-1.5348358112243743,-1.180462107192222,0,NA,NA,NA,-0.2753665423473718,NAT
Andropogon_gerardii,Andropogon_gerardii_Temple,-2.449,0.409,Ordbeta,T0-T1,DIST,1,Temple,Reactivity,-0.5937479251050107,Reactivity,H3,T0,-1.4594449548036825,-1.5348358112243743,-1.180462107192222,0,NA,NA,NA,-0.2753665423473718,NAT
Andropogon_gerardii,Andropogon_gerardii_Temple,-2.449,0.409,Ordbeta,T0-T1,DIST,1,Temple,T_generation,-0.365185126767067,Generation time,H2,T0,-1.4594449548036825,-1.5348358112243743,-1.180462107192222,0,NA,NA,NA,-0.2753665423473718,NAT
Andropogon_gerardii,Andropogon_gerardii_Temple,-2.449,0.409,Ordbeta,T0-T1,DIST,1,Temple,age_repro,-0.5533873019253842,Age at first reproduction,H2,T0,-1.4594449548036825,-1.5348358112243743,-1.180462107192222,0,NA,NA,NA,-0.2753665423473718,NAT
Andropogon_gerardii,Andropogon_gerardii_Temple,-2.449,0.409,Ordbeta,T0-T1,DIST,1,Temple,percapita_repro,-0.4462256807349163,Per capita reproduction,H1,T0,-1.4594449548036825,-1.5348358112243743,-1.180462107192222,0,NA,NA,NA,-0.2753665423473718,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Bad Lauchstaedt,-2.861,0.502,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,FirstStepAtt,-0.12639264271340866,First step attenuation,H3,T0,0.45197533421648606,-0.3753988185590567,-0.11439210590952666,0,0.5690221852496098,0.7959142485449064,-0.7991349509738322,0.3856906316365244,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Bad Lauchstaedt,-2.861,0.502,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,Lambda,-0.4450005673332234,Population growth rate,H4,T0,0.45197533421648606,-0.3753988185590567,-0.11439210590952666,0,0.5690221852496098,0.7959142485449064,-0.7991349509738322,0.3856906316365244,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Bad Lauchstaedt,-2.861,0.502,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,R0,-0.5170505506657981,Net reproductive rate,H1,T0,0.45197533421648606,-0.3753988185590567,-0.11439210590952666,0,0.5690221852496098,0.7959142485449064,-0.7991349509738322,0.3856906316365244,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Bad Lauchstaedt,-2.861,0.502,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,Reactivity,-0.38800031312555605,Reactivity,H3,T0,0.45197533421648606,-0.3753988185590567,-0.11439210590952666,0,0.5690221852496098,0.7959142485449064,-0.7991349509738322,0.3856906316365244,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Bad Lauchstaedt,-2.861,0.502,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,T_generation,-0.4813283861235405,Generation time,H2,T0,0.45197533421648606,-0.3753988185590567,-0.11439210590952666,0,0.5690221852496098,0.7959142485449064,-0.7991349509738322,0.3856906316365244,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Bad Lauchstaedt,-2.861,0.502,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,age_repro,-0.5098523474313097,Age at first reproduction,H2,T0,0.45197533421648606,-0.3753988185590567,-0.11439210590952666,0,0.5690221852496098,0.7959142485449064,-0.7991349509738322,0.3856906316365244,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Bad Lauchstaedt,-2.861,0.502,Ordbeta,T0-T1,DIST,1,Bad Lauchstaedt,percapita_repro,-0.4008835289318574,Per capita reproduction,H1,T0,0.45197533421648606,-0.3753988185590567,-0.11439210590952666,0,0.5690221852496098,0.7959142485449064,-0.7991349509738322,0.3856906316365244,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Domaninek,-2.736,0.388,Ordbeta,T0-T1,DIST,1,Domaninek,FirstStepAtt,-0.12639264271340866,First step attenuation,H3,T0,-1.1083677588612026,-0.2513318198926397,-1.444734176104233,0,NA,NA,NA,-0.9269494803657106,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Domaninek,-2.736,0.388,Ordbeta,T0-T1,DIST,1,Domaninek,Lambda,-0.4450005673332234,Population growth rate,H4,T0,-1.1083677588612026,-0.2513318198926397,-1.444734176104233,0,NA,NA,NA,-0.9269494803657106,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Domaninek,-2.736,0.388,Ordbeta,T0-T1,DIST,1,Domaninek,R0,-0.5170505506657981,Net reproductive rate,H1,T0,-1.1083677588612026,-0.2513318198926397,-1.444734176104233,0,NA,NA,NA,-0.9269494803657106,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Domaninek,-2.736,0.388,Ordbeta,T0-T1,DIST,1,Domaninek,Reactivity,-0.38800031312555605,Reactivity,H3,T0,-1.1083677588612026,-0.2513318198926397,-1.444734176104233,0,NA,NA,NA,-0.9269494803657106,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Domaninek,-2.736,0.388,Ordbeta,T0-T1,DIST,1,Domaninek,T_generation,-0.4813283861235405,Generation time,H2,T0,-1.1083677588612026,-0.2513318198926397,-1.444734176104233,0,NA,NA,NA,-0.9269494803657106,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Domaninek,-2.736,0.388,Ordbeta,T0-T1,DIST,1,Domaninek,age_repro,-0.5098523474313097,Age at first reproduction,H2,T0,-1.1083677588612026,-0.2513318198926397,-1.444734176104233,0,NA,NA,NA,-0.9269494803657106,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Domaninek,-2.736,0.388,Ordbeta,T0-T1,DIST,1,Domaninek,percapita_repro,-0.4008835289318574,Per capita reproduction,H1,T0,-1.1083677588612026,-0.2513318198926397,-1.444734176104233,0,NA,NA,NA,-0.9269494803657106,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Jena,-2.58,0.237,Ordbeta,T0-T1,DIST,1,Jena,FirstStepAtt,-0.12639264271340866,First step attenuation,H3,T0,0.764043952832024,-0.3862370720152753,0.02721357540323855,0,1.6161310595160223,1.0042933264685494,0.3263285755482111,2.0986936183123164,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Jena,-2.58,0.237,Ordbeta,T0-T1,DIST,1,Jena,Lambda,-0.4450005673332234,Population growth rate,H4,T0,0.764043952832024,-0.3862370720152753,0.02721357540323855,0,1.6161310595160223,1.0042933264685494,0.3263285755482111,2.0986936183123164,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Jena,-2.58,0.237,Ordbeta,T0-T1,DIST,1,Jena,R0,-0.5170505506657981,Net reproductive rate,H1,T0,0.764043952832024,-0.3862370720152753,0.02721357540323855,0,1.6161310595160223,1.0042933264685494,0.3263285755482111,2.0986936183123164,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Jena,-2.58,0.237,Ordbeta,T0-T1,DIST,1,Jena,Reactivity,-0.38800031312555605,Reactivity,H3,T0,0.764043952832024,-0.3862370720152753,0.02721357540323855,0,1.6161310595160223,1.0042933264685494,0.3263285755482111,2.0986936183123164,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Jena,-2.58,0.237,Ordbeta,T0-T1,DIST,1,Jena,T_generation,-0.4813283861235405,Generation time,H2,T0,0.764043952832024,-0.3862370720152753,0.02721357540323855,0,1.6161310595160223,1.0042933264685494,0.3263285755482111,2.0986936183123164,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Jena,-2.58,0.237,Ordbeta,T0-T1,DIST,1,Jena,age_repro,-0.5098523474313097,Age at first reproduction,H2,T0,0.764043952832024,-0.3862370720152753,0.02721357540323855,0,1.6161310595160223,1.0042933264685494,0.3263285755482111,2.0986936183123164,NAT
Arenaria_serpyllifolia,Arenaria_serpyllifolia_Jena,-2.58,0.237,Ordbeta,T0-T1,DIST,1,Jena,percapita_repro,-0.4008835289318574,Per capita reproduction,H1,T0,0.764043952832024,-0.3862370720152753,0.02721357540323855,0,1.6161310595160223,1.0042933264685494,0.3263285755482111,2.0986936183123164,NAT
Armeria_maritima,Armeria_maritima_Potrok Aike,-2.849,0.31,Ordbeta,T0-T1,DIST,1,Potrok Aike,FirstStepAtt,-0.25148946027339975,First step attenuation,H3,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NAT
Armeria_maritima,Armeria_maritima_Potrok Aike,-2.849,0.31,Ordbeta,T0-T1,DIST,1,Potrok Aike,Lambda,1.1106056996548728,Population growth rate,H4,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NAT
Armeria_maritima,Armeria_maritima_Potrok Aike,-2.849,0.31,Ordbeta,T0-T1,DIST,1,Potrok Aike,R0,3.513389992400782,Net reproductive rate,H1,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NAT
Armeria_maritima,Armeria_maritima_Potrok Aike,-2.849,0.31,Ordbeta,T0-T1,DIST,1,Potrok Aike,Reactivity,2.576819598596001,Reactivity,H3,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NAT
Armeria_maritima,Armeria_maritima_Potrok Aike,-2.849,0.31,Ordbeta,T0-T1,DIST,1,Potrok Aike,T_generation,0.4146291104816169,Generation time,H2,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NAT
Armeria_maritima,Armeria_maritima_Potrok Aike,-2.849,0.31,Ordbeta,T0-T1,DIST,1,Potrok Aike,age_repro,0.3901711716365848,Age at first reproduction,H2,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NAT
Armeria_maritima,Armeria_maritima_Potrok Aike,-2.849,0.31,Ordbeta,T0-T1,DIST,1,Potrok Aike,percapita_repro,-0.3567816986374487,Per capita reproduction,H1,T0,-1.5764706867845093,-1.9035018512877446,-1.444734176104233,0,NA,NA,NA,-1.1408838408782984,NAT
Centaurea_jacea,Centaurea_jacea_Agroscope Changins,-2.795,0.262,Ordbeta,T0-T1,DIST,1,Agroscope Changins,FirstStepAtt,1.791055414740728,First step attenuation,H3,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Centaurea_jacea,Centaurea_jacea_Agroscope Changins,-2.795,0.262,Ordbeta,T0-T1,DIST,1,Agroscope Changins,Lambda,-0.3016929885889028,Population growth rate,H4,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Centaurea_jacea,Centaurea_jacea_Agroscope Changins,-2.795,0.262,Ordbeta,T0-T1,DIST,1,Agroscope Changins,R0,-0.6022333203489516,Net reproductive rate,H1,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Centaurea_jacea,Centaurea_jacea_Agroscope Changins,-2.795,0.262,Ordbeta,T0-T1,DIST,1,Agroscope Changins,Reactivity,-0.6547630003978607,Reactivity,H3,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Centaurea_jacea,Centaurea_jacea_Agroscope Changins,-2.795,0.262,Ordbeta,T0-T1,DIST,1,Agroscope Changins,T_generation,2.5746399267046223,Generation time,H2,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Centaurea_jacea,Centaurea_jacea_Agroscope Changins,-2.795,0.262,Ordbeta,T0-T1,DIST,1,Agroscope Changins,age_repro,0.6229997579675949,Age at first reproduction,H2,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Centaurea_jacea,Centaurea_jacea_Agroscope Changins,-2.795,0.262,Ordbeta,T0-T1,DIST,1,Agroscope Changins,percapita_repro,-0.47069753549710247,Per capita reproduction,H1,T0,1.1151211487745039,1.231861200363381,1.4334641159886803,0,-1.2881608799324629,-1.398708630217884,1.650051594077399,0.46165430853599404,NAT
Centaurea_jacea,Centaurea_jacea_Bayreuth DRAGNet,-2.349,0.263,Ordbeta,T0-T1,DIST,1,Bayreuth DRAGNet,FirstStepAtt,1.791055414740728,First step attenuation,H3,T0,1.7002498086786373,1.1903000578533576,1.5813921901858357,0,0.7663265952564761,0.8046703576991449,-0.4657062309279624,0.012833603314585775,NAT
